sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD52713a,122669,0,1,0,9,9,F,40,2975441,Sphaerotilaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,NA,NA,12046,2180634
PD52713a,122669,0,1,0,8,8,G,53,196013,Caldimonas,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,NA,512,313367
PD52713a,122669,0,1,1,8,8,S,77,215580,Caldimonas thermodepolymerans,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Caldimonas_thermodepolymerans,121427,121427
PD52713a,122669,0,4,0,282,274,C,17,28211,Alphaproteobacteria,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,619487,151070704
PD52713a,122669,0,3,1,65,64,O,29,204457,Sphingomonadales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,NA,NA,NA,148213,24568456
PD52713a,122669,0,2,1,55,54,F,40,41297,Sphingomonadaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,385554,18431425
PD52713a,122669,0,1,0,12,12,G,53,165695,Sphingobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,477389,3383460
PD52713a,122669,0,1,1,10,10,S,77,13690,Sphingobium yanoikuyae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium_yanoikuyae,351418,351418
PD52713a,122669,0,1,0,75,70,O,29,204455,Rhodobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,301412,22763671
PD52713a,122669,0,1,0,57,53,F,40,31989,Paracoccaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,75120,9904995
PD52713a,122669,0,1,0,9,9,G,53,366614,Haematobacter,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter,NA,0,123486
PD52713a,122669,0,1,1,9,9,S,77,195105,Haematobacter massiliensis,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter,Haematobacter_massiliensis,123486,123486
PD52713a,122669,0.05,66,0,1724,1641,P,11,32066,Fusobacteriota,Bacteria,NA,Fusobacteriota,NA,NA,NA,NA,NA,0,2463558
PD52713a,122669,0.05,66,0,1724,1641,C,17,203490,Fusobacteriia,Bacteria,NA,Fusobacteriota,Fusobacteriia,NA,NA,NA,NA,0,2463558
PD52713a,122669,0.05,66,0,1724,1641,O,29,203491,Fusobacteriales,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,NA,NA,NA,2503,2463558
PD52713a,122669,0.04,48,1,1282,1227,F,40,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882
PD52713a,122669,0.04,47,35,1274,1219,G,53,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955
PD52713a,122669,0.01,11,11,561,544,S,77,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836
PD52713a,122669,0,1,0,13,13,S,77,859,Fusobacterium necrophorum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_necrophorum,72263,125048
PD52713a,122669,0.01,18,0,424,401,F,40,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173
PD52713a,122669,0.01,18,11,419,396,G,53,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999
PD52713a,122669,0,4,4,87,72,S,77,157687,Leptotrichia wadei,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,96799,96799
PD52713a,122669,0,3,3,134,133,S,77,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014
PD52713a,122669,0.02,28,0,805,774,P,11,29547,Campylobacterota,Bacteria,NA,Campylobacterota,NA,NA,NA,NA,NA,24,11308472
PD52713a,122669,0.02,28,0,804,773,C,17,3031852,Epsilonproteobacteria,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,NA,NA,NA,NA,2247,11256957
PD52713a,122669,0.02,28,0,799,768,O,29,213849,Campylobacterales,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,NA,NA,NA,15516,10742083
PD52713a,122669,0.02,28,0,759,728,F,40,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093
PD52713a,122669,0.02,28,4,759,728,G,53,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093
PD52713a,122669,0.02,24,24,639,608,S,77,199,Campylobacter concisus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,398252,417515
PD52713a,122669,0,2,0,159,148,P,11,203691,Spirochaetota,Bacteria,NA,Spirochaetota,NA,NA,NA,NA,NA,0,7498961
PD52713a,122669,0,2,0,159,148,C,17,203692,Spirochaetia,Bacteria,NA,Spirochaetota,Spirochaetia,NA,NA,NA,NA,123,7498961
PD52713a,122669,0,2,0,148,137,O,29,136,Spirochaetales,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,NA,NA,NA,846,4789999
PD52713a,122669,0,2,0,139,128,F,40,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721
PD52713a,122669,0,2,1,139,128,G,53,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557
PD52713a,122669,0,1,0,18,17,S,77,53419,Treponema socranskii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_socranskii,0,104389
PD52713a,122669,1.1,1351,0,43159,20713,D,3,2759,Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,345208,1634756054
PD52713a,122669,1.09,1342,0,32423,9788,K,4,33208,Metazoa,Eukaryota,Metazoa,NA,NA,NA,NA,NA,NA,0,84471519
PD52713a,122669,1.09,1342,0,32423,9788,P,11,7711,Chordata,Eukaryota,Metazoa,Chordata,NA,NA,NA,NA,NA,0,84471519
PD52713a,122669,1.09,1342,0,32423,9788,C,17,40674,Mammalia,Eukaryota,Metazoa,Chordata,Mammalia,NA,NA,NA,NA,0,84471519
PD52713a,122669,1.09,1342,0,32423,9788,O,29,9443,Primates,Eukaryota,Metazoa,Chordata,Mammalia,Primates,NA,NA,NA,0,84471519
PD52713a,122669,1.09,1342,0,32423,9788,F,40,9604,Hominidae,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,NA,NA,0,84471519
PD52713a,122669,1.09,1342,0,32423,9788,G,53,9605,Homo,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,NA,0,84471519
PD52713a,122669,1.09,1342,1342,32423,9788,S,77,9606,Homo sapiens,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,84471519,84471519
PD52713a,122669,0,6,0,180,177,K,4,4751,Fungi,Eukaryota,Fungi,NA,NA,NA,NA,NA,NA,29,63676059
PD52713a,122669,0,6,0,99,96,P,11,5204,Basidiomycota,Eukaryota,Fungi,Basidiomycota,NA,NA,NA,NA,NA,245,11657826
PD52713a,122669,0,6,0,85,83,C,17,1538075,Malasseziomycetes,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,NA,NA,NA,NA,0,240128
PD52713a,122669,0,6,0,85,83,O,29,162474,Malasseziales,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,NA,NA,NA,0,240128
PD52713a,122669,0,6,0,85,83,F,40,742845,Malasseziaceae,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,NA,NA,0,240128
PD52713a,122669,0,6,0,85,83,G,53,55193,Malassezia,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,0,240128
PD52713a,122669,0,6,6,85,83,S,77,76775,Malassezia restricta,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta,240128,240128
PD52713a,122669,0,3,0,9989,9916,K,4,33090,Viridiplantae,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA,3752,1463132471
PD52713a,122669,0,3,0,9987,9914,P,11,35493,Streptophyta,Eukaryota,Viridiplantae,Streptophyta,NA,NA,NA,NA,NA,0,1458684332
PD52713a,122669,0,3,0,9876,9804,C,17,3398,Magnoliopsida,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,NA,NA,NA,NA,50710,1449275803
PD52713a,122669,0,3,0,985,976,O,29,38820,Poales,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,NA,NA,NA,9845,369937706
PD52713a,122669,0,3,0,942,933,F,40,4479,Poaceae,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,NA,NA,332151,361914471
PD52713a,122669,0,1,1,136,136,G,53,4520,Lolium,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,NA,8143097,44495588
PD52713a,122669,1.15,1411,0,26312,249,D,3,10239,Viruses,Viruses,NA,NA,NA,NA,NA,NA,NA,614,9918254
PD52713a,122669,1.15,1411,0,26286,223,K,4,2732092,Shotokuvirae,Viruses,Shotokuvirae,NA,NA,NA,NA,NA,NA,0,182121
PD52713a,122669,1.15,1411,0,26286,223,P,11,2732415,Cossaviricota,Viruses,Shotokuvirae,Cossaviricota,NA,NA,NA,NA,NA,0,96821
PD52713a,122669,1.15,1411,0,26286,223,C,17,2732421,Papovaviricetes,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,NA,NA,NA,NA,1,73923
PD52713a,122669,1.15,1411,0,26286,223,O,29,2732533,Zurhausenvirales,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,NA,NA,NA,0,51754
PD52713a,122669,1.15,1411,0,26286,223,F,40,151340,Papillomaviridae,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,NA,NA,12,51754
PD52713a,122669,1.15,1411,11,26286,223,G,53,333750,Alphapapillomavirus,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,NA,5,4597
PD52713a,122669,1.14,1400,0,26233,222,S,77,337041,Alphapapillomavirus 9,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_9,0,227
PD52735a,269034,90.68,243957,243957,0,0,U,1,0,unclassified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD52735a,269034,9.32,25077,11,817015,68093,R,1,1,root,NA,NA,NA,NA,NA,NA,NA,NA,478539,2800349531
PD52735a,269034,7.2,19382,0,692373,222,D,3,10239,Viruses,Viruses,NA,NA,NA,NA,NA,NA,NA,614,9918254
PD52735a,269034,7.2,19382,0,692341,190,K,4,2732092,Shotokuvirae,Viruses,Shotokuvirae,NA,NA,NA,NA,NA,NA,0,182121
PD52735a,269034,7.2,19382,0,692341,190,P,11,2732415,Cossaviricota,Viruses,Shotokuvirae,Cossaviricota,NA,NA,NA,NA,NA,0,96821
PD52735a,269034,7.2,19382,0,692341,190,C,18,2732421,Papovaviricetes,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,NA,NA,NA,NA,1,73923
PD52735a,269034,7.2,19382,0,692341,190,O,31,2732533,Zurhausenvirales,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,NA,NA,NA,0,51754
PD52735a,269034,7.2,19382,0,692341,190,F,41,151340,Papillomaviridae,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,NA,NA,12,51754
PD52735a,269034,7.2,19382,553,692329,187,G,44,333750,Alphapapillomavirus,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,NA,5,4597
PD52735a,269034,7,18829,0,688002,182,S,61,337041,Alphapapillomavirus 9,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_9,0,227
PD52735a,269034,1.09,2925,128,55734,43602,D,3,2,Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,NA,2536882,1119889888
PD52735a,269034,0.81,2187,21,39908,28849,P,11,1239,Bacillota,Bacteria,NA,Bacillota,NA,NA,NA,NA,NA,167628,154758773
PD52735a,269034,0.79,2120,24,38096,27445,C,18,91061,Bacilli,Bacteria,NA,Bacillota,Bacilli,NA,NA,NA,NA,84325,110889372
PD52735a,269034,0.78,2088,21,37367,26808,O,31,186826,Lactobacillales,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,NA,NA,NA,72254,29753213
PD52735a,269034,0.77,2065,16,36965,26621,F,41,1300,Streptococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,NA,NA,10738,8632391
PD52735a,269034,0.76,2049,2034,36814,26522,G,44,1301,Streptococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,1420046,7157238
PD52735a,269034,0,10,10,372,273,S,61,1311,Streptococcus agalactiae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_agalactiae,65077,72531
PD52735a,269034,0,2,2,21,21,S,61,1305,Streptococcus sanguinis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sanguinis,224702,244449
PD52735a,269034,0,1,1,12,12,S,61,712623,Streptococcus sp. oral taxon 061,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._oral_taxon_061,27195,27195
PD52735a,269034,0,1,1,17,17,S,61,1302,Streptococcus gordonii,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_gordonii,185881,185914
PD52735a,269034,0,2,0,91,89,F,41,33958,Lactobacillaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA,152395,14352926
PD52735a,269034,0,1,0,44,44,G,44,1578,Lactobacillus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,214458,2538385
PD52735a,269034,0,1,1,9,9,S,61,1584,Lactobacillus delbrueckii,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,132929,223523
PD52735a,269034,0,1,0,11,10,G,44,2767885,Latilactobacillus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,NA,23543,510605
PD52735a,269034,0,1,1,9,9,S,61,28038,Latilactobacillus curvatus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_curvatus,166074,168269
PD52735a,269034,0,8,0,556,531,O,31,1385,Bacillales,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,NA,NA,175250,81051834
PD52735a,269034,0,4,0,177,170,F,41,90964,Staphylococcaceae,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,NA,NA,37089,7916442
PD52735a,269034,0,4,0,169,162,G,44,1279,Staphylococcus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,866334,5953342
PD52735a,269034,0,4,4,66,60,S,61,1282,Staphylococcus epidermidis,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis,255776,256867
PD52735a,269034,0,4,0,197,186,G,44,1378,Gemella,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,NA,5004,303032
PD52735a,269034,0,4,4,181,170,S,61,29391,Gemella morbillorum,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,Gemella_morbillorum,60763,60763
PD52735a,269034,0.01,29,0,675,615,C,18,1737404,Tissierellia,Bacteria,NA,Bacillota,Tissierellia,NA,NA,NA,NA,2816,1552267
PD52735a,269034,0.01,29,0,674,614,O,31,1737405,Tissierellales,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,NA,NA,NA,293,1361061
PD52735a,269034,0.01,29,0,670,610,F,41,1570339,Peptoniphilaceae,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,NA,NA,3728,856719
PD52735a,269034,0.01,29,0,651,591,G,44,543311,Parvimonas,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,NA,0,108164
PD52735a,269034,0.01,29,29,651,591,S,61,33033,Parvimonas micra,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas_micra,108164,108164
PD52735a,269034,0,10,0,252,226,C,18,909932,Negativicutes,Bacteria,NA,Bacillota,Negativicutes,NA,NA,NA,NA,1203,3033026
PD52735a,269034,0,10,0,212,189,O,31,1843489,Veillonellales,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,NA,NA,NA,0,1060505
PD52735a,269034,0,10,0,212,189,F,41,31977,Veillonellaceae,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,NA,NA,218,1060505
PD52735a,269034,0,7,0,84,77,G,44,39948,Dialister,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,NA,60965,193736
PD52735a,269034,0,7,7,83,76,S,61,39950,Dialister pneumosintes,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister_pneumosintes,38956,38956
PD52735a,269034,0,3,2,128,112,G,44,29465,Veillonella,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA,67496,487472
PD52735a,269034,0,1,1,37,37,S,61,39777,Veillonella atypica,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_atypica,59745,59745
PD52735a,269034,0,7,0,410,408,C,18,186801,Clostridia,Bacteria,NA,Bacillota,Clostridia,NA,NA,NA,NA,12676,36735323
PD52735a,269034,0,7,0,387,385,O,31,186802,Eubacteriales,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,NA,NA,NA,133037,32993672
PD52735a,269034,0,6,0,167,167,F,41,186804,Peptostreptococcaceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,NA,NA,5055,1637944
PD52735a,269034,0,6,0,139,139,G,44,44259,Filifactor,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,NA,0,53883
PD52735a,269034,0,6,0,139,139,S,61,143361,Filifactor alocis,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,Filifactor_alocis,0,53883
PD52735a,269034,0,1,0,30,29,F,41,543314,Eubacteriales Family XIII. Incertae Sedis,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,NA,NA,107,580141
PD52735a,269034,0,1,0,26,26,G,44,86331,Mogibacterium,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,NA,3552,136715
PD52735a,269034,0,1,1,20,20,S,61,114527,Mogibacterium diversum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,Mogibacterium_diversum,80124,80124
PD52735a,269034,0.03,90,0,1711,1569,P,11,201174,Actinomycetota,Bacteria,NA,Actinomycetota,NA,NA,NA,NA,NA,91054,225281742
PD52735a,269034,0.03,90,3,1700,1558,C,18,1760,Actinomycetes,Bacteria,NA,Actinomycetota,Actinomycetes,NA,NA,NA,NA,2124736,219009220
PD52735a,269034,0.01,39,0,673,589,O,31,85009,Propionibacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,NA,NA,NA,15639,12116986
PD52735a,269034,0.01,39,0,667,583,F,41,31957,Propionibacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,NA,NA,13285,3722028
PD52735a,269034,0.01,38,6,629,545,G,44,1912216,Cutibacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,23124,552859
PD52735a,269034,0.01,30,30,551,471,S,61,1747,Cutibacterium acnes,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_acnes,129840,138230
PD52735a,269034,0,2,2,16,16,S,61,33010,Cutibacterium avidum,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_avidum,167438,177294
PD52735a,269034,0,1,0,35,35,G,44,2801844,Arachnia,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,NA,3191,281981
PD52735a,269034,0,1,1,35,35,S,61,1750,Arachnia propionica,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia_propionica,176486,176516
PD52735a,269034,0.01,19,0,329,317,O,31,2037,Actinomycetales,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,NA,NA,NA,0,4723219
PD52735a,269034,0.01,19,1,329,317,F,41,2049,Actinomycetaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,NA,NA,8149,4723219
PD52735a,269034,0.01,17,6,280,273,G,44,1654,Actinomyces,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,NA,198753,2369273
PD52735a,269034,0,4,4,100,100,S,61,712122,Actinomyces sp. oral taxon 414,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_sp._oral_taxon_414,99249,99249
PD52735a,269034,0,3,3,38,38,S,61,1655,Actinomyces naeslundii,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_naeslundii,137884,137884
PD52735a,269034,0,1,1,15,15,S,61,544580,Actinomyces oris,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_oris,108107,131401
PD52735a,269034,0,1,0,41,36,G,44,2529408,Schaalia,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,NA,3789,714503
PD52735a,269034,0,1,1,32,29,S,61,1660,Schaalia odontolytica,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia_odontolytica,196681,196681
PD52735a,269034,0.01,14,0,288,261,O,31,85006,Micrococcales,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,NA,NA,NA,227574,46216650
PD52735a,269034,0,10,0,221,201,F,41,1268,Micrococcaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,NA,NA,224528,13891852
PD52735a,269034,0,7,7,113,109,G,44,1269,Micrococcus,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,NA,103479,357718
PD52735a,269034,0,3,1,80,64,G,44,32207,Rothia,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,NA,16391,922287
PD52735a,269034,0,1,1,37,28,S,61,2047,Rothia dentocariosa,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia_dentocariosa,110647,138875
PD52735a,269034,0,1,1,23,16,S,61,43675,Rothia mucilaginosa,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia_mucilaginosa,187023,208061
PD52735a,269034,0,4,0,37,30,F,41,85021,Intrasporangiaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,NA,NA,3866,1148547
PD52735a,269034,0,4,4,36,29,G,44,53457,Janibacter,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,NA,68100,483804
PD52735a,269034,0,12,0,229,216,O,31,85007,Mycobacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,NA,NA,NA,230521,53073014
PD52735a,269034,0,8,0,149,149,F,41,1653,Corynebacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,NA,NA,0,9805876
PD52735a,269034,0,8,1,149,149,G,44,1716,Corynebacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,NA,695265,9805876
PD52735a,269034,0,6,6,94,94,S,61,43768,Corynebacterium matruchotii,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_matruchotii,129029,129029
PD52735a,269034,0,1,1,14,14,S,61,1414719,Corynebacterium jeddahense,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_jeddahense,65789,65789
PD52735a,269034,0,4,0,44,44,F,41,85025,Nocardiaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,NA,NA,43096,14089739
